Date,facility_name,Malaria_cases_OPD
1/7/2022,Rulindo CS,5
1/7/2022,Runyombyi CS,132
1/7/2022,Ruramba CS,7
1/7/2022,Ruramira CS,0
1/7/2022,Rurembo CS,0
1/7/2022,Rurenge CS,2
1/7/2022,Rusasa CS,11
1/7/2022,Rusatira-kinazi CS,1
1/7/2022,Rushaki CS,1
1/7/2022,Rushashi CS,6
1/7/2022,Rusizi Prison,1
1/7/2022,Rusoro CS,7
1/7/2022,Rusumo CS,2
1/7/2022,Rususa CS,9
1/7/2022,Rutake CS,0
1/7/2022,Rutare (Gicumbi) CS,67
1/7/2022,Rutare (kayonza) CS,0
1/7/2022,Rutenderi CS,1
1/7/2022,Rutobwe CS,2
1/7/2022,Rutonde CS,18
1/7/2022,Rutongo DH,1
1/7/2022,Rutsiro CS,3
1/7/2022,Ruvune CS,3
1/7/2022,Ruyenzi CS,5
1/7/2022,Rwahi CS,8
1/7/2022,Rwamagana CS,13
1/7/2022,Rwamagana PH,0
1/7/2022,Rwamagana Prison,3
1/7/2022,Rwampara CS,40
1/7/2022,Rwanda Military Hospital,0
1/7/2022,Rwanda Women's Network CS,24
1/7/2022,Rwaniro CS,81
1/7/2022,Rwankeri CS,1
1/7/2022,Rwankuba CS,10
1/7/2022,Rwantonde CS,6
1/7/2022,Rwaza CS,7
1/7/2022,Rwempasha CS,48
1/7/2022,Rwerere CS,11
1/7/2022,Rwesero CS,62
1/7/2022,Rwimbogo CS,17
1/7/2022,Rwimitereri CS,1
1/7/2022,Rwinkwavu CS,5
1/7/2022,Rwinkwavu DH,1
1/7/2022,Rwinzuki CS,20
1/7/2022,Ryamanyoni CS,3
1/7/2022,Saint Therese (Rwamagana) Clin,0
1/7/2022,Salem Clin,4
1/7/2022,Sangaza CS,0
1/7/2022,Save CS,2
1/7/2022,Shaba (nyamagabe) CS,2
1/7/2022,Shagasha CS,0
1/7/2022,Shingiro CS,3
1/7/2022,Shyira CS,1
1/7/2022,Shyira DH,1
1/7/2022,Shyogwe CS,5
1/7/2022,Shyorongi CS,6
1/7/2022,Simbi CS,3
1/7/2022,Solace Ministries CS,93
1/7/2022,Sovu (Huye) CS,2
1/7/2022,Sovu (Ngororero) CS,5
1/7/2022,St. Francois Rusizi CS,29
1/7/2022,Tabagwe CS,26
1/7/2022,Tanda CS,196
1/7/2022,Tare CS,4
1/7/2022,Tumba CS,5
1/7/2022,Uwinkingi CS,3
1/7/2022,WE ACT For Hope Clin,0
1/7/2022,Yove CS,5
1/7/2022,Zaza CS,1
1/8/2022,Agahabwa CS,11
1/8/2022,Arusha CS,0
1/8/2022,Avega Clinic,2
1/8/2022,Avega Rwamagana CS,1
1/8/2022,Bethsaida CS,33
1/8/2022,Bien Naitre CLIN,0
1/8/2022,Bigogwe CS,6
1/8/2022,Bigugu CS,2
1/8/2022,Biguhu CS,3
1/8/2022,Birambo CS,3
1/8/2022,Birembo CS,1
1/8/2022,Biruyi CS,6
1/8/2022,Biryogo CS,20
1/8/2022,Bisate CS,0
1/8/2022,Bisesero (karongi) CS,1
1/8/2022,Bitenga CS,1
1/8/2022,Bubangu CS,4
1/8/2022,Bubazi CS,2
1/8/2022,Bugaragara CS,74
1/8/2022,Bugarama (rusizi) CS,0
1/8/2022,Bugarura CS,4
1/8/2022,Bugesera Prison,0
1/8/2022,Bugeshi CS,2
1/8/2022,Buhabwa CS,9
1/8/2022,Bukora CS,10
1/8/2022,Bumbogo (ex-Gikomero I) CS,116
1/8/2022,Bungwe (burera) CS,24
1/8/2022,Buramba CS,4
1/8/2022,Burega CS,8
1/8/2022,Buruhukiro CS,2
1/8/2022,Busanza CS,120
1/8/2022,Busasamana CS,7
1/8/2022,Busengo CS,0
1/8/2022,Bushara CS,8
1/8/2022,Bushenge CS,1
1/8/2022,Bushenge PH,0
1/8/2022,Bushoka CS,9
1/8/2022,Busigari CS,3
1/8/2022,Busogo CS,8
1/8/2022,Busoro-gishamvu CS,15
1/8/2022,Busoro CS,12
1/8/2022,Butamwa CS,4
1/8/2022,Butare Chu Hnr (huye),0
1/8/2022,Butaro CS,38
1/8/2022,Butaro DH,0
1/8/2022,Buyoga CS,8
1/8/2022,Bweyeye CS,13
1/8/2022,Bwisige CS,0
1/8/2022,Byahi (rubavu) CS,54
1/8/2022,Byimana CS,2
1/8/2022,Byumba CS,4
1/8/2022,Byumba DH,0
1/8/2022,Camp Nyabiheke CS,11
1/8/2022,Caraes Ndera Hnr,0
1/8/2022,Carrefour CLIN,7
1/8/2022,Centre Médical BAHO,0
1/8/2022,CHK(CHUK) HNR,0
1/8/2022,Coko (ruli) CS,5
1/8/2022,Coko CS,61
1/8/2022,Cor-unum CS,94
1/8/2022,Crete Congo Nil CS,16
1/8/2022,CUSP Butare CS,7
1/8/2022,Cyabayaga CS,3
1/8/2022,Cyabingo CS,10
1/8/2022,Cyahinda CS,27
1/8/2022,Cyanika (burera) CS,12
1/8/2022,Cyanika (nyamagabe) CS,116
1/8/2022,Cyaratsi CS,1
1/8/2022,Cyarubare CS,14
1/8/2022,Cyeru CS,21
1/8/2022,Cyimbili CS,21
1/8/2022,Cyivugiza (Nyamasheke) CS,2
1/8/2022,Cyondo CS,4
1/8/2022,Cyumba CS,8
1/8/2022,Dream Medical Center Hospital,0
1/8/2022,Gacuba Ii CS,17
1/8/2022,Gahanga CS,47
1/8/2022,Gahara CS,12
1/8/2022,Gahengeri CS,4
1/8/2022,Gahini CS,1
1/8/2022,Gahini DH,1
1/8/2022,Gahombo CS,3
1/8/2022,Gahunga CS,7
1/8/2022,Gakamba CS,1
1/8/2022,Gakenke CS,7
1/8/2022,Gakoma CS,108
1/8/2022,Gakoma DH,1
1/8/2022,Gakurazo CS,17
1/8/2022,Galien Clin,11
1/8/2022,Gasagara (ex-birehe) CS,85
1/8/2022,Gasange CS,8
1/8/2022,Gasetsa CS,4
1/8/2022,Gashaki CS,5
1/8/2022,Gashanda CS,0
1/8/2022,Gashongora CS,2
1/8/2022,Gashonyi CS,56
1/8/2022,Gashora CS,9
1/8/2022,Gashubi CS,0
1/8/2022,Gasiza (musanze) CS,5
1/8/2022,Gasovu CS,1
1/8/2022,Gatagara (Nyanza) CS,2
1/8/2022,Gataraga (MUSANZE) CS,18
1/8/2022,Gatare (macuba) CS,39
1/8/2022,Gatare (twumba) CS,10
1/8/2022,Gatebe CS,3
1/8/2022,Gatenga CS,12
1/8/2022,Gatonde CS,7
1/8/2022,Gatonde DH,0
1/8/2022,Gatsata CS,63
1/8/2022,Gatsibo CS,3
1/8/2022,Gatunda DH,0
1/8/2022,Gicumbi Prison,0
1/8/2022,Gihara CS,17
1/8/2022,Giheke CS,1
1/8/2022,Gihinga CS,12
1/8/2022,Gihogwe CS,20
1/8/2022,Gihundwe CS,4
1/8/2022,Gihundwe DH,5
1/8/2022,Gikomero (Kabgayi) CS,15
1/8/2022,Gikomero II CS,373
1/8/2022,Gikondo CS,20
1/8/2022,Gikonko (Gisagara) CS,5
1/8/2022,Gikore CS,45
1/8/2022,Gikundamvura CS,42
1/8/2022,Gisagara CS,4
1/8/2022,Gisakura CS,6
1/8/2022,Gisenyi CS,17
1/8/2022,Gisenyi DH,1
1/8/2022,Gishari(Police) CS,0
1/8/2022,Gishubi CS,59
1/8/2022,Gishweru CS,7
1/8/2022,Gisiza CS,2
1/8/2022,Gisovu CS,2
1/8/2022,Gitarama CS,9
1/8/2022,Gitare CS,2
1/8/2022,Gitega (kibangu) CS,22
1/8/2022,Giti CS,186
1/8/2022,Gitoki CS,0
1/8/2022,Gituku CS,0
1/8/2022,Gituza CS,0
1/8/2022,Gitwe CS,0
1/8/2022,Gitwe DH,0
1/8/2022,Hanika (nyamasheke) CS,42
1/8/2022,Hanika I (NYANZA) CS,3
1/8/2022,Hopital Croix du Sud,11
1/8/2022,Horebu Medical Clin,12
1/8/2022,Humure CS,1
1/8/2022,Huye Police CS,0
1/8/2022,Huye Prison,2
1/8/2022,Igihozo Medical Clin,3
1/8/2022,Islamic (Bugarama) CS,76
1/8/2022,Jali CS,3
1/8/2022,Janja CS,1
1/8/2022,Jarama CS,25
1/8/2022,Jenda (nyamagabe) CS,127
1/8/2022,Jomba CS,3
1/8/2022,Juru CS,2
1/8/2022,Kabari (Rubavu) CS,0
1/8/2022,Kabarondo (kayonza) CS,3
1/8/2022,Kabarore CS,2
1/8/2022,Kabatwa CS,4
1/8/2022,Kabaya CS,6
1/8/2022,Kabaya DH,0
1/8/2022,Kabere CS,3
1/8/2022,Kabgayi CS,3
1/8/2022,Kabgayi DH,0
1/8/2022,Kabilizi CS,36
1/8/2022,Kabona CS,1
1/8/2022,Kabuga (karama Nyagatare) CS,0
1/8/2022,Kabuga (kicukiro) CS,30
1/8/2022,Kabuga (ntamba Kamonyi) CS,8
1/8/2022,Kabusunzu CS,4
1/8/2022,Kabutare DH,0
1/8/2022,Kabuye (kirehe) CS,17
1/8/2022,Kabuye CS,72
1/8/2022,Kacyiru CS,57
1/8/2022,Kacyiru DH,12
1/8/2022,Kaduha CS,23
1/8/2022,Kaduha DH,2
1/8/2022,Kageyo (gatsibo) CS,0
1/8/2022,Kageyo (Ngororero) CS,3
1/8/2022,Kageyo I (Kayonza Gahini) CS,20
1/8/2022,Kagitumba CS,10
1/8/2022,Kagugu CS,88
1/8/2022,Kairos CS,111
1/8/2022,Kajevuba CS,180
1/8/2022,Kamabuye CS,53
1/8/2022,Kamonyi (gacurabwenge) CS,40
1/8/2022,Kamonyi (ruharambuga) CS,0
1/8/2022,Kamubuga CS,16
1/8/2022,Kansi CS,7
1/8/2022,Kanyinya CS,194
1/8/2022,Karama (huye) CS,11
1/8/2022,Karama (Kamonyi) CS,3
1/8/2022,Karama (kayonza) CS,2
1/8/2022,Karambi (nyamasheke) CS,2
1/8/2022,Karambi (ruhango) CS,0
1/8/2022,Karambo (gakenke) CS,3
1/8/2022,Karambo (rubavu) CS,10
1/8/2022,Karangara CS,0
1/8/2022,Karangazi CS,26
1/8/2022,Kareba CS,1
1/8/2022,Karenge CS,3
1/8/2022,Karengera CS,29
1/8/2022,Karongi (gisunzu) Police CS,3
1/8/2022,Karora CS,50
1/8/2022,Karumbi CS,0
1/8/2022,Karwasa CS,8
1/8/2022,Katabagemu CS,0
1/8/2022,Kayanga CS,294
1/8/2022,Kayenzi CS,2
1/8/2022,Kayove CS,12
1/8/2022,Kayumbu CS,4
1/8/2022,Kibagabaga DH,0
1/8/2022,Kibayi CS,192
1/8/2022,Kibeho CS,20
1/8/2022,Kibilizi (gisagara) CS,17
1/8/2022,Kibilizi (nyanza) CS,23
1/8/2022,Kibilizi DH,1
1/8/2022,Kibingo (nyamasheke) CS,12
1/8/2022,Kibingo (rutsiro) CS,110
1/8/2022,Kibirizi (Nyamagabe) CS,44
1/8/2022,Kibogora CS,37
1/8/2022,Kibogora DH,0
1/8/2022,Kibondo CS,1
1/8/2022,Kibumbwe CS,18
1/8/2022,Kibungo CS,0
1/8/2022,Kibungo RH,0
1/8/2022,Kibuye CS,21
1/8/2022,Kibuye RH,2
1/8/2022,Kicukiro CS,83
1/8/2022,Kigarama CS,10
1/8/2022,Kigembe CS,108
1/8/2022,Kigeme CS,11
1/8/2022,Kigeme DH,0
1/8/2022,Kigeme Refugee Camp CS,9
1/8/2022,Kigese CS,12
1/8/2022,Kigina CS,6
1/8/2022,Kigogo CS,4
1/8/2022,Kigoma CS,0
1/8/2022,Kigufi CS,63
1/8/2022,Kimonyi CS,3
1/8/2022,Kinazi CS,6
1/8/2022,King Faisal Hospital HNR,0
1/8/2022,Kinigi CS,1
1/8/2022,Kinihira (rulindo) CS,3
1/8/2022,Kinihira (rutsiro) CS,0
1/8/2022,Kinihira PH,0
1/8/2022,Kinini CS,9
1/8/2022,Kinoni CS,7
1/8/2022,Kintobo CS,3
1/8/2022,Kinunu CS,67
1/8/2022,Kinyababa CS,8
1/8/2022,Kinyamakara CS,8
1/8/2022,Kinyinya CS,45
1/8/2022,Kirambi CS,15
1/8/2022,Kirambo (burera) CS,10
1/8/2022,Kirambo (gitesi) CS,1
1/8/2022,Kirarambogo CS,330
1/8/2022,Kirehe CS,10
1/8/2022,Kirehe DH,0
1/8/2022,Kirinda CS,8
1/8/2022,Kirinda DH,0
1/8/2022,Kirwa CS,0
1/8/2022,Kisaro CS,6
1/8/2022,Kitabi CS,5
1/8/2022,Kivu CS,7
1/8/2022,Kivumu (muhanga) CS,2
1/8/2022,Kivumu (rutsiro) CS,51
1/8/2022,Kivuye CS,5
1/8/2022,Kiyanza CS,134
1/8/2022,Kiziba Camp CS,9
1/8/2022,Kizibere CS,1
1/8/2022,Kiziguro (gatsibo) CS,1
1/8/2022,Kiziguro DH,0
1/8/2022,Kora CS,5
1/8/2022,La Médicale (Kwa Kanimba) CLIN,6
1/8/2022,Legacy Clin,0
1/8/2022,Mahama CS,23
1/8/2022,Mahama Refugee Camp CS,39
1/8/2022,Mahama Refugee Camp II CS,51
1/8/2022,Mahembe CS,20
1/8/2022,Manyagiro CS,8
1/8/2022,Maraba (huye) CS,5
1/8/2022,Maraba (nyaruguru) CS,6
1/8/2022,Mareba CS,5
1/8/2022,Marembo CS,1
1/8/2022,Masaka CS,33
1/8/2022,Masaka DH,0
1/8/2022,Mashesha CS,11
1/8/2022,Masoro CS,15
1/8/2022,Mata CS,15
1/8/2022,Mataba CS,66
1/8/2022,Matimba CS,36
1/8/2022,Matyazo CS,0
1/8/2022,Mayange (bugesera) CS,7
1/8/2022,Mbazi CS,1
1/8/2022,MBC Hospital,12
1/8/2022,Mbuga CS,5
1/8/2022,Mbuye CS,0
1/8/2022,Mibilizi CS,2
1/8/2022,Mibilizi DH,0
1/8/2022,Mimuri CS,0
1/8/2022,Minazi CS,23
1/8/2022,Miyove CS,12
1/8/2022,Mont Cyangugu CS,33
1/8/2022,Mpembe CS,12
1/8/2022,Mubuga CS,28
1/8/2022,Mucaca CS,12
1/8/2022,Mucubira CS,3
1/8/2022,Mudende CS,5
1/8/2022,Mugano CS,35
1/8/2022,Muganza CS,5
1/8/2022,Mugera CS,1
1/8/2022,Mugina CS,32
1/8/2022,Mugombwa CS,73
1/8/2022,Mugombwa Refugee Camp CS,19
1/8/2022,Mugonero CS,7
1/8/2022,Mugonero DH,0
1/8/2022,Muhambo CS,0
1/8/2022,Muhanga Prison,9
1/8/2022,Muhima CS,63
1/8/2022,Muhima DH,4
1/8/2022,Muhondo (gakenke) CS,35
1/8/2022,Muhondo (kageyo) CS,8
1/8/2022,Muhororo CS,20
1/8/2022,Muhororo DH,2
1/8/2022,Muhoza (Ruhengeri) CS,6
1/8/2022,Muhura CS,0
1/8/2022,Mukarange (Gicumbi) CS,3
1/8/2022,Mukarange CS,3
1/8/2022,Muko CS,3
1/8/2022,Mukoma (nyamasheke) CS,24
1/8/2022,Mukoma (ruhango) CS,2
1/8/2022,Mukono CS,4
1/8/2022,Mukungu CS,1
1/8/2022,Mukura (Huye) CS,1
1/8/2022,Mukura (Rutsiro) CS,8
1/8/2022,Mulindi (gicumbi) CS,1
1/8/2022,Mulindi (kirehe) CS,3
1/8/2022,Munanira CS,3
1/8/2022,Munini (nyaruguru) CS,26
1/8/2022,Munini DH,0
1/8/2022,Munyaga CS,1
1/8/2022,Munyiginya CS,3
1/8/2022,Munyinya CS,4
1/8/2022,Munzanga CS,27
1/8/2022,Muramba CS,10
1/8/2022,Murambi (Rutongo) CS,19
1/8/2022,Murambi (rwamagana) CS,0
1/8/2022,Murandi CS,7
1/8/2022,Murara CS,11
1/8/2022,Muremure CS,0
1/8/2022,Murunda CS,4
1/8/2022,Murunda DH,0
1/8/2022,Musambira CS,2
1/8/2022,Musango CS,3
1/8/2022,Musanze CS,2
1/8/2022,Musanze Prison,0
1/8/2022,Musasa CS,127
1/8/2022,Musaza CS,24
1/8/2022,Musebeya CS,12
1/8/2022,Musenyi (gicumbi) CS,8
1/8/2022,Musha (gisagara) CS,1
1/8/2022,Musha (rwamagana) CS,5
1/8/2022,Mushaka CS,11
1/8/2022,Mushikiri CS,3
1/8/2022,Mushishiro CS,7
1/8/2022,Mushongi CS,5
1/8/2022,Mushubati CS,169
1/8/2022,Mushubi CS,2
1/8/2022,Mutenderi CS,3
1/8/2022,Mututu CS,92
1/8/2022,Muyange CS,68
1/8/2022,Muyanza CS,14
1/8/2022,Muyongwe CS,11
1/8/2022,Muyumbu CS,6
1/8/2022,Muyunzwe CS,6
1/8/2022,Mwendo (Gitwe) CS,2
1/8/2022,Mwendo (karongi) CS,4
1/8/2022,Mwendo (nyarugenge) CS,81
1/8/2022,Mweya CS,9
1/8/2022,Mwezi CS,5
1/8/2022,Mwiyanike CS,7
1/8/2022,Mwogo CS,7
1/8/2022,Nasho CS,9
1/8/2022,Ndama (nyagatare) CS,143
1/8/2022,Ndego CS,14
1/8/2022,Ndongozi CS,4
1/8/2022,Nduba CS,59
1/8/2022,Nemba CS,12
1/8/2022,Nemba DH,0
1/8/2022,Ngange CS,6
1/8/2022,Nganzo CS,9
1/8/2022,Ngara CS,12
1/8/2022,Ngarama CS,3
1/8/2022,Ngarama DH,0
1/8/2022,Ngera CS,1
1/8/2022,Ngeruka CS,36
1/8/2022,Ngoma CS,9
1/8/2022,Ngoma Prison,0
1/8/2022,Nkanka CS,2
1/8/2022,Nkombo CS,12
1/8/2022,Nkungu CS,2
1/8/2022,Ntaganzwa CS,6
1/8/2022,Ntarama CS,44
1/8/2022,Ntaruka (kinoni Burera) CS,2
1/8/2022,Ntaruka (nasho Kirehe) CS,14
1/8/2022,Ntobwe CS,7
1/8/2022,Ntoma CS,29
1/8/2022,Ntyazo CS,3
1/8/2022,Nyabikenke CS,27
1/8/2022,Nyabikenke DH,0
1/8/2022,Nyabimata CS,6
1/8/2022,Nyabinoni CS,3
1/8/2022,Nyabinyenga CS,3
1/8/2022,Nyabirasi CS,0
1/8/2022,Nyabitare (kirehe) CS,9
1/8/2022,Nyabitimbo CS,4
1/8/2022,Nyacyonga CS,48
1/8/2022,Nyagahanga CS,2
1/8/2022,Nyagahita CS,0
1/8/2022,Nyagasambu CS,59
1/8/2022,Nyagatare CS,16
1/8/2022,Nyagatare DH,2
1/8/2022,Nyagatare Prison,0
1/8/2022,Nyagihamba CS,9
1/8/2022,Nyagihanga CS,2
1/8/2022,Nyakabungo CS,5
1/8/2022,Nyakabuye CS,4
1/8/2022,Nyakaliro CS,1
1/8/2022,Nyakarenzo CS,8
1/8/2022,Nyakigando (Nyagatare) CS,3
1/8/2022,Nyakigezi CS,3
1/8/2022,Nyakiliba CS,2
1/8/2022,Nyakinama CS,82
1/8/2022,Nyakiriba CS,4
1/8/2022,Nyamagabe CS,54
1/8/2022,Nyamagabe Prison,8
1/8/2022,Nyamasheke CS,61
1/8/2022,Nyamata CS,45
1/8/2022,Nyamata DH,0
1/8/2022,Nyamirama CS,15
1/8/2022,Nyamiyaga (Gicumbi) CS,6
1/8/2022,Nyamiyaga (Kamonyi) CS,1
1/8/2022,Nyamiyaga (Nyanza) CS,2
1/8/2022,Nyamugali CS,6
1/8/2022,Nyamure CS,9
1/8/2022,Nyamyumba CS,3
1/8/2022,Nyange (Musanze) CS,4
1/8/2022,Nyange (ruli) CS,30
1/8/2022,Nyange A CS,103
1/8/2022,Nyange B CS,25
1/8/2022,Nyange CS,0
1/8/2022,Nyantanga CS,29
1/8/2022,Nyanza CS,1
1/8/2022,Nyanza DH,0
1/8/2022,Nyanza Prison,0
1/8/2022,Nyarubuye (kirehe) CS,4
1/8/2022,Nyarugenge CS,87
1/8/2022,Nyarugenge Prison,0
1/8/2022,Nyarugunga CS,31
1/8/2022,Nyarurama CS,1
1/8/2022,Nyarurema CS,3
1/8/2022,Nyarurenzi CS,12
1/8/2022,Nyarusange (muhanga) CS,3
1/8/2022,Nyarusange (nyanza) CS,0
1/8/2022,Nyarusiza CS,46
1/8/2022,Nyarwungo CS,5
1/8/2022,Nyundo (gakenke) CS,50
1/8/2022,Nyundo (rubavu) CS,6
1/8/2022,Nzangwa CS,85
1/8/2022,Nzige CS,2
1/8/2022,Polyclin Saint Jean CLIN,13
1/8/2022,Polyclinique de l'Etoile,14
1/8/2022,Polyclinique Familiale Clin,24
1/8/2022,Polyclinique Medico Sociale,21
1/8/2022,Ramba CS,5
1/8/2022,Rambura CS,1
1/8/2022,Rangiro CS,5
1/8/2022,Rango CS,2
1/8/2022,Remera-mbogo CS,3
1/8/2022,Remera (Gasabo) CS,64
1/8/2022,Remera (Ngoma) CS,4
1/8/2022,Remera Rukoma CS,4
1/8/2022,Remera Rukoma DH,0
1/8/2022,Rilima CS,12
1/8/2022,Rubavu Prison,0
1/8/2022,Rubaya (gicumbi) CS,4
1/8/2022,Rubaya (ngororera) CS,1
1/8/2022,Rubengera CS,23
1/8/2022,Rubona (huye) CS,1
1/8/2022,Rubona (ngoma) CS,0
1/8/2022,Rubona (ngororera) CS,12
1/8/2022,Rubona (rwamagana) CS,1
1/8/2022,Rubungo CS,100
1/8/2022,Rufungo CS,2
1/8/2022,Rugabano CS,1
1/8/2022,Rugarama (gatsibo) CS,15
1/8/2022,Rugarama (nyarugenge) CS,36
1/8/2022,Rugarama CS,8
1/8/2022,Rugege CS,1
1/8/2022,Rugendabali CS,4
1/8/2022,Rugerero CS,4
1/8/2022,Ruhango (RONGI) HP,2
1/8/2022,Ruhango CS,2
1/8/2022,Ruhango PH,0
1/8/2022,Ruhashya CS,0
1/8/2022,Ruhenda CS,3
1/8/2022,Ruhengeri RH,1
1/8/2022,Ruheru (kanjongo Nyamasheke) CS,0
1/8/2022,Ruheru CS,3
1/8/2022,Ruhombo CS,4
1/8/2022,Ruhuha CS,32
1/8/2022,Ruhunda CS,2
1/8/2022,Ruhunde CS,1
1/8/2022,Rukara CS,6
1/8/2022,Rukira CS,0
1/8/2022,Rukoma Sake CS,4
1/8/2022,Rukomo CS,7
1/8/2022,Rukozo CS,5
1/8/2022,Rukumberi CS,4
1/8/2022,Rukura CS,8
1/8/2022,Ruli CS,27
1/8/2022,Ruli DH,0
1/8/2022,Rulindo CS,9
1/8/2022,Runyombyi CS,93
1/8/2022,Ruramba CS,7
1/8/2022,Ruramira CS,3
1/8/2022,Rurembo CS,3
1/8/2022,Rurenge CS,4
1/8/2022,Rusasa CS,16
1/8/2022,Rusatira-kinazi CS,1
1/8/2022,Rushaki CS,5
1/8/2022,Rushashi CS,3
1/8/2022,Rusizi Prison,2
1/8/2022,Rusoro CS,8
1/8/2022,Rusumo CS,5
1/8/2022,Rususa CS,16
1/8/2022,Rutake CS,4
1/8/2022,Rutare (Gicumbi) CS,57
1/8/2022,Rutare (kayonza) CS,1
1/8/2022,Rutenderi CS,2
1/8/2022,Rutobwe CS,2
1/8/2022,Rutonde CS,20
1/8/2022,Rutongo DH,0
1/8/2022,Rutsiro CS,0
1/8/2022,Ruvune CS,3
1/8/2022,Ruyenzi CS,3
1/8/2022,Rwahi CS,15
1/8/2022,Rwamagana CS,9
1/8/2022,Rwamagana PH,0
1/8/2022,Rwamagana Prison,2
1/8/2022,Rwampara CS,39
1/8/2022,Rwanda Military Hospital,0
1/8/2022,Rwanda Women's Network CS,38
1/8/2022,Rwaniro CS,97
1/8/2022,Rwankeri CS,0
1/8/2022,Rwankuba CS,13
1/8/2022,Rwantonde CS,5
1/8/2022,Rwaza CS,19
1/8/2022,Rwempasha CS,44
1/8/2022,Rwerere CS,12
1/8/2022,Rwesero CS,68
1/8/2022,Rwimbogo CS,15
1/8/2022,Rwimitereri CS,2
1/8/2022,Rwinkwavu CS,6
1/8/2022,Rwinkwavu DH,0
1/8/2022,Rwinzuki CS,14
1/8/2022,Ryamanyoni CS,4
1/8/2022,Saint Therese (Rwamagana) Clin,0
1/8/2022,Salem Clin,6
1/8/2022,Sangaza CS,2
1/8/2022,Save CS,1
1/8/2022,Shaba (nyamagabe) CS,2
1/8/2022,Shagasha CS,5
1/8/2022,Shingiro CS,7
1/8/2022,Shyira CS,3
1/8/2022,Shyira DH,1
1/8/2022,Shyogwe CS,4
1/8/2022,Shyorongi CS,12
1/8/2022,Simbi CS,1
1/8/2022,Solace Ministries CS,97
1/8/2022,Sovu (Huye) CS,1
1/8/2022,Sovu (Ngororero) CS,2
1/8/2022,St. Francois Rusizi CS,19
1/8/2022,Tabagwe CS,11
1/8/2022,Tanda CS,173
1/8/2022,Tare CS,6
1/8/2022,Tumba CS,6
1/8/2022,Uwinkingi CS,5
1/8/2022,WE ACT For Hope Clin,0
1/8/2022,Yove CS,3
1/8/2022,Zaza CS,0
1/9/2022,Agahabwa CS,16
1/9/2022,Arusha CS,0
1/9/2022,Avega Clinic,2
1/9/2022,Avega Rwamagana CS,2
1/9/2022,Bethsaida CS,45
1/9/2022,Bien Naitre CLIN,0
1/9/2022,Bigogwe CS,4
1/9/2022,Bigugu CS,6
1/9/2022,Biguhu CS,3
1/9/2022,Birambo CS,7
1/9/2022,Birembo CS,7
1/9/2022,Biruyi CS,10
1/9/2022,Biryogo CS,55
1/9/2022,Bisate CS,0
1/9/2022,Bisesero (karongi) CS,3
1/9/2022,Bitenga CS,2
1/9/2022,Bubangu CS,16
1/9/2022,Bubazi CS,2
1/9/2022,Bugaragara CS,44
1/9/2022,Bugarama (rusizi) CS,2
1/9/2022,Bugarura CS,4
1/9/2022,Bugesera Prison,0
1/9/2022,Bugeshi CS,2
1/9/2022,Buhabwa CS,17
1/9/2022,Bukora CS,7
1/9/2022,Bumbogo (ex-Gikomero I) CS,244
1/9/2022,Bungwe (burera) CS,9
1/9/2022,Buramba CS,5
1/9/2022,Burega CS,12
1/9/2022,Buruhukiro CS,2
1/9/2022,Busanza CS,213
1/9/2022,Busasamana CS,4
1/9/2022,Busengo CS,3
1/9/2022,Bushara CS,4
1/9/2022,Bushenge CS,5
1/9/2022,Bushenge PH,0
1/9/2022,Bushoka CS,10
1/9/2022,Busigari CS,2
1/9/2022,Busogo CS,5
1/9/2022,Busoro-gishamvu CS,21
1/9/2022,Busoro CS,15
1/9/2022,Butamwa CS,4
1/9/2022,Butare Chu Hnr (huye),0
1/9/2022,Butaro CS,51
1/9/2022,Butaro DH,0
1/9/2022,Buyoga CS,4
1/9/2022,Bweyeye CS,9
1/9/2022,Bwisige CS,1
1/9/2022,Byahi (rubavu) CS,29
1/9/2022,Byimana CS,2
1/9/2022,Byumba CS,7
1/9/2022,Byumba DH,0
1/9/2022,Camp Nyabiheke CS,8
1/9/2022,Caraes Ndera Hnr,0
1/9/2022,Carrefour CLIN,4
1/9/2022,Centre Médical BAHO,0
1/9/2022,CHK(CHUK) HNR,0
1/9/2022,Coko (ruli) CS,4
1/9/2022,Coko CS,75
1/9/2022,Cor-unum CS,147
1/9/2022,Crete Congo Nil CS,13
1/9/2022,CUSP Butare CS,2
1/9/2022,Cyabayaga CS,6
1/9/2022,Cyabingo CS,13
1/9/2022,Cyahinda CS,47
1/9/2022,Cyanika (burera) CS,13
1/9/2022,Cyanika (nyamagabe) CS,106
1/9/2022,Cyaratsi CS,0
1/9/2022,Cyarubare CS,2
1/9/2022,Cyeru CS,11
1/9/2022,Cyimbili CS,62
1/9/2022,Cyivugiza (Nyamasheke) CS,2
1/9/2022,Cyondo CS,1
1/9/2022,Cyumba CS,6
1/9/2022,Dream Medical Center Hospital,0
1/9/2022,Gacuba Ii CS,23
1/9/2022,Gahanga CS,83
1/9/2022,Gahara CS,9
1/9/2022,Gahengeri CS,1
1/9/2022,Gahini CS,7
1/9/2022,Gahini DH,1
1/9/2022,Gahombo CS,3
1/9/2022,Gahunga CS,5
1/9/2022,Gakamba CS,2
1/9/2022,Gakenke CS,3
1/9/2022,Gakoma CS,279
1/9/2022,Gakoma DH,1
1/9/2022,Gakurazo CS,17
1/9/2022,Galien Clin,21
