Date,facility_name,Malaria_cases_OPD
1/11/2023,Gihogwe CS,19
1/11/2023,Gihundwe CS,10
1/11/2023,Gihundwe DH,0
1/11/2023,Gikomero (Kabgayi) CS,7
1/11/2023,Gikomero II CS,154
1/11/2023,Gikondo CS,16
1/11/2023,Gikonko (Gisagara) CS,13
1/11/2023,Gikore CS,258
1/11/2023,Gikundamvura CS,33
1/11/2023,Gisagara CS,24
1/11/2023,Gisakura CS,5
1/11/2023,Gisenyi CS,11
1/11/2023,Gisenyi DH,1
1/11/2023,Gishari(Police) CS,7
1/11/2023,Gishubi CS,204
1/11/2023,Gishweru CS,5
1/11/2023,Gisiza CS,3
1/11/2023,Gisovu CS,8
1/11/2023,Gitarama CS,20
1/11/2023,Gitare CS,13
1/11/2023,Gitega (kibangu) CS,6
1/11/2023,Giti CS,129
1/11/2023,Gitoki CS,5
1/11/2023,Gitovu CS,4
1/11/2023,Gituku CS,0
1/11/2023,Gituza CS,0
1/11/2023,Gitwe CS,2
1/11/2023,Gitwe DH,2
1/11/2023,Hanika (nyamasheke) CS,170
1/11/2023,Hanika I (NYANZA) CS,9
1/11/2023,Hopital Croix du Sud,0
1/11/2023,Horebu Medical Clin,16
1/11/2023,Humure CS,4
1/11/2023,Huye Police CS,5
1/11/2023,Huye Prison,3
1/11/2023,Igihozo Medical Clin,0
1/11/2023,Islamic (Bugarama) CS,73
1/11/2023,Jali CS,2
1/11/2023,Janja CS,7
1/11/2023,Jarama CS,33
1/11/2023,Jenda (nyamagabe) CS,68
1/11/2023,Jomba CS,1
1/11/2023,Juru CS,4
1/11/2023,Kabari (Rubavu) CS,4
1/11/2023,Kabarondo (kayonza) CS,1
1/11/2023,Kabarore CS,6
1/11/2023,Kabatwa CS,8
1/11/2023,Kabaya CS,7
1/11/2023,Kabaya DH,1
1/11/2023,Kabere CS,19
1/11/2023,Kabgayi CS,44
1/11/2023,Kabgayi DH,0
1/11/2023,Kabilizi CS,38
1/11/2023,Kabona CS,0
1/11/2023,Kabuga (karama Nyagatare) CS,5
1/11/2023,Kabuga (kicukiro) CS,28
1/11/2023,Kabuga (ntamba Kamonyi) CS,1
1/11/2023,Kabusunzu CS,7
1/11/2023,Kabutare DH,0
1/11/2023,Kabuye (kirehe) CS,9
1/11/2023,Kabuye CS,51
1/11/2023,Kacyiru CS,48
1/11/2023,Kacyiru DH,20
1/11/2023,Kaduha CS,33
1/11/2023,Kaduha DH,0
1/11/2023,Kageyo (gatsibo) CS,0
1/11/2023,Kageyo (Ngororero) CS,2
1/11/2023,Kageyo I (Kayonza Gahini) CS,24
1/11/2023,Kagitumba CS,30
1/11/2023,Kagugu CS,175
1/11/2023,Kairos CS,174
1/11/2023,Kajevuba CS,436
1/11/2023,Kamabuye CS,498
1/11/2023,Kamonyi (gacurabwenge) CS,3
1/11/2023,Kamonyi (ruharambuga) CS,5
1/11/2023,Kamubuga CS,6
1/11/2023,Kansi CS,24
1/11/2023,Kanyinya CS,33
1/11/2023,Karama (huye) CS,31
1/11/2023,Karama (Kamonyi) CS,0
1/11/2023,Karama (kayonza) CS,1
1/11/2023,Karambi (nyamasheke) CS,8
1/11/2023,Karambi (ruhango) CS,1
1/11/2023,Karambo (gakenke) CS,0
1/11/2023,Karambo (rubavu) CS,6
1/11/2023,Karangara CS,7
1/11/2023,Karangazi CS,48
1/11/2023,Kareba CS,0
1/11/2023,Karenge CS,3
1/11/2023,Karengera CS,150
1/11/2023,Karongi (gisunzu) Police CS,2
1/11/2023,Karora CS,53
1/11/2023,Karumbi CS,0
1/11/2023,Karwasa CS,6
1/11/2023,Katabagemu CS,4
1/11/2023,Kayanga CS,353
1/11/2023,Kayenzi CS,5
1/11/2023,Kayove CS,14
1/11/2023,Kayumbu CS,3
1/11/2023,Kibagabaga DH,0
1/11/2023,Kibayi CS,1340
1/11/2023,Kibeho CS,87
1/11/2023,Kibilizi (gisagara) CS,72
1/11/2023,Kibilizi (nyanza) CS,19
1/11/2023,Kibilizi DH,0
1/11/2023,Kibingo (nyamasheke) CS,70
1/11/2023,Kibingo (rutsiro) CS,28
1/11/2023,Kibirizi (Nyamagabe) CS,128
1/11/2023,Kibogora CS,54
1/11/2023,Kibogora DH,2
1/11/2023,Kibondo CS,4
1/11/2023,Kibumbwe CS,25
1/11/2023,Kibungo CS,5
1/11/2023,Kibungo RH,0
1/11/2023,Kibuye CS,64
1/11/2023,Kibuye RH,3
1/11/2023,Kicukiro CS,102
1/11/2023,Kigarama CS,22
1/11/2023,Kigembe CS,346
1/11/2023,Kigeme CS,14
1/11/2023,Kigeme DH,1
1/11/2023,Kigeme Refugee Camp CS,6
1/11/2023,Kigese CS,6
1/11/2023,Kigina CS,14
1/11/2023,Kigogo CS,2
1/11/2023,Kigoma CS,2
1/11/2023,Kigufi CS,3
1/11/2023,Kimonyi CS,13
1/11/2023,Kinazi CS,5
1/11/2023,King Faisal Hospital HNR,0
1/11/2023,Kinigi CS,10
1/11/2023,Kinihira (rulindo) CS,4
1/11/2023,Kinihira (rutsiro) CS,0
1/11/2023,Kinihira PH,1
1/11/2023,Kinini CS,1
1/11/2023,Kinoni CS,23
1/11/2023,Kintobo CS,7
1/11/2023,Kinunu CS,18
1/11/2023,Kinyababa CS,19
1/11/2023,Kinyamakara CS,19
1/11/2023,Kinyinya CS,61
1/11/2023,Kirambi CS,158
1/11/2023,Kirambo (burera) CS,10
1/11/2023,Kirambo (gitesi) CS,11
1/11/2023,Kirarambogo CS,340
1/11/2023,Kirehe CS,20
1/11/2023,Kirehe DH,0
1/11/2023,Kirinda CS,9
1/11/2023,Kirinda DH,1
1/11/2023,Kirwa CS,2
1/11/2023,Kisaro CS,9
1/11/2023,Kitabi CS,0
1/11/2023,Kivu CS,7
1/11/2023,Kivumu (muhanga) CS,20
1/11/2023,Kivumu (rutsiro) CS,20
1/11/2023,Kivuye CS,10
1/11/2023,Kiyanza CS,155
1/11/2023,Kiziba Camp CS,13
1/11/2023,Kizibere CS,1
1/11/2023,Kiziguro (gatsibo) CS,6
1/11/2023,Kiziguro DH,0
1/11/2023,Kora CS,0
1/11/2023,La Médicale (Kwa Kanimba) CLIN,37
1/11/2023,Legacy Clin,0
1/11/2023,Mahama CS,25
1/11/2023,Mahama Refugee Camp CS,17
1/11/2023,Mahama Refugee Camp II CS,5
1/11/2023,Mahembe CS,20
1/11/2023,Manyagiro CS,27
1/11/2023,Maraba (huye) CS,0
1/11/2023,Maraba (nyaruguru) CS,27
1/11/2023,Mareba CS,22
1/11/2023,Marembo CS,5
1/11/2023,Masaka CS,23
1/11/2023,Masaka DH,3
1/11/2023,Mashesha CS,3
1/11/2023,Masoro CS,19
1/11/2023,Mata CS,9
1/11/2023,Mataba CS,37
1/11/2023,Matimba CS,69
1/11/2023,Matyazo CS,3
1/11/2023,Mayange (bugesera) CS,33
1/11/2023,Mbazi CS,3
1/11/2023,MBC Hospital,12
1/11/2023,Mbuga CS,11
1/11/2023,Mbuye CS,1
1/11/2023,Mibilizi CS,2
1/11/2023,Mibilizi DH,0
1/11/2023,Mimuri CS,2
1/11/2023,Minazi CS,36
1/11/2023,Miyove CS,13
1/11/2023,Mont Cyangugu CS,9
1/11/2023,Mpembe CS,27
1/11/2023,Mubuga CS,37
1/11/2023,Mucaca CS,9
1/11/2023,Mucubira CS,0
1/11/2023,Mudende CS,7
1/11/2023,Mugano CS,23
1/11/2023,Muganza CS,15
1/11/2023,Mugera CS,6
1/11/2023,Mugina CS,11
1/11/2023,Mugombwa CS,94
1/11/2023,Mugombwa Refugee Camp CS,20
1/11/2023,Mugonero CS,29
1/11/2023,Mugonero DH,0
1/11/2023,Muhambo CS,3
1/11/2023,Muhanga Prison,1
1/11/2023,Muhima CS,35
1/11/2023,Muhima DH,5
1/11/2023,Muhondo (gakenke) CS,15
1/11/2023,Muhondo (kageyo) CS,52
1/11/2023,Muhororo CS,0
1/11/2023,Muhororo DH,0
1/11/2023,Muhoza (Ruhengeri) CS,13
1/11/2023,Muhura CS,10
1/11/2023,Mukarange (Gicumbi) CS,1
1/11/2023,Mukarange CS,3
1/11/2023,Muko CS,5
1/11/2023,Mukoma (nyamasheke) CS,30
1/11/2023,Mukoma (ruhango) CS,1
1/11/2023,Mukono CS,1
1/11/2023,Mukungu CS,9
1/11/2023,Mukura (Huye) CS,10
1/11/2023,Mukura (Rutsiro) CS,5
1/11/2023,Mulindi (gicumbi) CS,3
1/11/2023,Mulindi (kirehe) CS,4
1/11/2023,Munanira CS,9
1/11/2023,Munini (nyaruguru) CS,21
1/11/2023,Munini DH,0
1/11/2023,Munyaga CS,3
1/11/2023,Munyiginya CS,0
1/11/2023,Munyinya CS,6
1/11/2023,Munzanga CS,0
1/11/2023,Muramba CS,7
1/11/2023,Murambi (Rutongo) CS,11
1/11/2023,Murambi (rwamagana) CS,1
1/11/2023,Murandi CS,3
1/11/2023,Murara CS,15
1/11/2023,Muremure CS,1
1/11/2023,Murunda CS,6
1/11/2023,Murunda DH,0
1/11/2023,Musambira CS,7
1/11/2023,Musango CS,3
1/11/2023,Musanze CS,12
1/11/2023,Musanze Prison,0
1/11/2023,Musasa CS,48
1/11/2023,Musaza CS,30
1/11/2023,Musebeya CS,3
1/11/2023,Musenyi (gicumbi) CS,37
1/11/2023,Musha (gisagara) CS,49
1/11/2023,Musha (rwamagana) CS,3
1/11/2023,Mushaka CS,8
1/11/2023,Mushikiri CS,2
1/11/2023,Mushishiro CS,5
1/11/2023,Mushongi CS,2
1/11/2023,Mushubati CS,20
1/11/2023,Mushubi CS,8
1/11/2023,Mutenderi CS,21
1/11/2023,Mututu CS,23
1/11/2023,Muyange CS,30
1/11/2023,Muyanza CS,32
1/11/2023,Muyongwe CS,0
1/11/2023,Muyumbu CS,11
1/11/2023,Muyunzwe CS,2
1/11/2023,Mwendo (Gitwe) CS,3
1/11/2023,Mwendo (karongi) CS,4
1/11/2023,Mwendo (nyarugenge) CS,7
1/11/2023,Mweya CS,8
1/11/2023,Mwezi CS,3
1/11/2023,Mwiyanike CS,1
1/11/2023,Mwogo CS,2
1/11/2023,Mwulire CS,6
1/11/2023,Nasho CS,24
1/11/2023,Ndama (nyagatare) CS,518
1/11/2023,Ndego CS,2
1/11/2023,Ndongozi CS,3
1/11/2023,Nduba CS,74
1/11/2023,Nemba CS,6
1/11/2023,Nemba DH,0
1/11/2023,Ngange CS,17
1/11/2023,Nganzo CS,11
1/11/2023,Ngara CS,158
1/11/2023,Ngarama CS,5
1/11/2023,Ngarama DH,1
1/11/2023,Ngera CS,26
1/11/2023,Ngeruka CS,132
1/11/2023,Ngoma CS,90
1/11/2023,Ngoma Prison,0
1/11/2023,Nkanka CS,8
1/11/2023,Nkombo CS,23
1/11/2023,Nkungu CS,0
1/11/2023,Ntaganzwa CS,5
1/11/2023,Ntarama CS,68
1/11/2023,Ntaruka (kinoni Burera) CS,12
1/11/2023,Ntaruka (nasho Kirehe) CS,4
1/11/2023,Ntobwe CS,3
1/11/2023,Ntoma CS,42
1/11/2023,Ntyazo CS,15
1/11/2023,Nyabikenke CS,39
1/11/2023,Nyabikenke DH,0
1/11/2023,Nyabimata CS,5
1/11/2023,Nyabinoni CS,22
1/11/2023,Nyabinyenga CS,3
1/11/2023,Nyabirasi CS,3
1/11/2023,Nyabitare (kirehe) CS,5
1/11/2023,Nyabitimbo CS,3
1/11/2023,Nyacyonga CS,95
1/11/2023,Nyagahanga CS,5
1/11/2023,Nyagahita CS,4
1/11/2023,Nyagasambu CS,39
1/11/2023,Nyagatare CS,38
1/11/2023,Nyagatare DH,4
1/11/2023,Nyagatare Prison,2
1/11/2023,Nyagihamba CS,3
1/11/2023,Nyagihanga CS,4
1/11/2023,Nyakabungo CS,7
1/11/2023,Nyakabuye CS,5
1/11/2023,Nyakaliro CS,1
1/11/2023,Nyakarenzo CS,8
1/11/2023,Nyakigando (Nyagatare) CS,8
1/11/2023,Nyakigezi CS,10
1/11/2023,Nyakiliba CS,1
1/11/2023,Nyakinama CS,85
1/11/2023,Nyakiriba CS,4
1/11/2023,Nyamagabe CS,240
1/11/2023,Nyamagabe Prison,0
1/11/2023,Nyamasheke CS,51
1/11/2023,Nyamata CS,118
1/11/2023,Nyamata DH,0
1/11/2023,Nyamirama CS,6
1/11/2023,Nyamiyaga (Gicumbi) CS,30
1/11/2023,Nyamiyaga (Kamonyi) CS,3
1/11/2023,Nyamiyaga (Nyanza) CS,1
1/11/2023,Nyamugali CS,2
1/11/2023,Nyamure CS,13
1/11/2023,Nyamyumba CS,11
1/11/2023,Nyange (Musanze) CS,22
1/11/2023,Nyange (ruli) CS,72
1/11/2023,Nyange A CS,6
1/11/2023,Nyange B CS,10
1/11/2023,Nyange CS,2
1/11/2023,Nyantanga CS,43
1/11/2023,Nyanza CS,14
1/11/2023,Nyanza DH,0
1/11/2023,Nyanza Prison,0
1/11/2023,Nyarubuye (kirehe) CS,3
1/11/2023,Nyarugenge CS,54
1/11/2023,Nyarugenge Prison,2
1/11/2023,Nyarugunga CS,41
1/11/2023,Nyarurama CS,0
1/11/2023,Nyarurema CS,3
1/11/2023,Nyarurenzi CS,21
1/11/2023,Nyarusange (muhanga) CS,8
1/11/2023,Nyarusange (nyanza) CS,6
1/11/2023,Nyarusiza CS,51
1/11/2023,Nyarwungo CS,4
1/11/2023,Nyundo (gakenke) CS,58
1/11/2023,Nyundo (rubavu) CS,5
1/11/2023,Nzangwa CS,278
1/11/2023,Nzige CS,3
1/11/2023,Polyclin Saint Jean CLIN,6
1/11/2023,Polyclinique de l'Etoile,59
1/11/2023,Polyclinique Familiale Clin,39
1/11/2023,Polyclinique Medico Sociale,11
1/11/2023,Ramba CS,3
1/11/2023,Rambura CS,3
1/11/2023,Rangiro CS,27
1/11/2023,Rango CS,12
1/11/2023,Remera-mbogo CS,6
1/11/2023,Remera (Gasabo) CS,76
1/11/2023,Remera (Ngoma) CS,1
1/11/2023,Remera Rukoma CS,2
1/11/2023,Remera Rukoma DH,0
1/11/2023,Rilima CS,8
1/11/2023,Rubavu Prison,0
1/11/2023,Rubaya (gicumbi) CS,12
1/11/2023,Rubaya (ngororera) CS,3
1/11/2023,Rubengera CS,21
1/11/2023,Rubona (huye) CS,4
1/11/2023,Rubona (ngoma) CS,3
1/11/2023,Rubona (ngororera) CS,10
1/11/2023,Rubona (rwamagana) CS,3
1/11/2023,Rubungo CS,64
1/11/2023,Rufungo CS,2
1/11/2023,Rugabano CS,2
1/11/2023,Rugarama (gatsibo) CS,1
1/11/2023,Rugarama (nyarugenge) CS,7
1/11/2023,Rugarama CS,36
1/11/2023,Rugege CS,4
1/11/2023,Rugendabali CS,9
1/11/2023,Rugerero CS,8
1/11/2023,Ruhango (RONGI) HP,4
1/11/2023,Ruhango CS,10
1/11/2023,Ruhango PH,0
1/11/2023,Ruhashya CS,1
1/11/2023,Ruhenda CS,4
1/11/2023,Ruhengeri RH,1
1/11/2023,Ruheru (kanjongo Nyamasheke) CS,15
1/11/2023,Ruheru CS,9
1/11/2023,Ruhombo CS,1
1/11/2023,Ruhuha CS,76
1/11/2023,Ruhunda CS,2
1/11/2023,Ruhunde CS,7
1/11/2023,Rukara CS,7
1/11/2023,Rukira CS,6
1/11/2023,Rukoma Sake CS,3
1/11/2023,Rukomo CS,8
1/11/2023,Rukozo CS,4
1/11/2023,Rukumberi CS,5
1/11/2023,Rukura CS,3
1/11/2023,Ruli CS,16
1/11/2023,Ruli DH,0
1/11/2023,Rulindo CS,10
1/11/2023,Runyombyi CS,69
1/11/2023,Ruramba CS,14
1/11/2023,Ruramira CS,0
1/11/2023,Rurembo CS,6
1/11/2023,Rurenge CS,12
1/11/2023,Rusasa CS,18
1/11/2023,Rusatira-kinazi CS,4
1/11/2023,Rushaki CS,3
1/11/2023,Rushashi CS,0
1/11/2023,Rusizi Prison,0
1/11/2023,Rusoro CS,16
1/11/2023,Rusumo CS,11
1/11/2023,Rususa CS,4
1/11/2023,Rutake CS,3
1/11/2023,Rutare (Gicumbi) CS,110
1/11/2023,Rutare (kayonza) CS,1
1/11/2023,Rutenderi CS,0
1/11/2023,Rutobwe CS,8
1/11/2023,Rutonde CS,4
1/11/2023,Rutongo DH,0
1/11/2023,Rutsiro CS,1
1/11/2023,Ruvune CS,8
1/11/2023,Ruyenzi CS,2
1/11/2023,Rwahi CS,8
1/11/2023,Rwamagana CS,4
1/11/2023,Rwamagana PH,0
1/11/2023,Rwamagana Prison,1
1/11/2023,Rwampara CS,34
1/11/2023,Rwanda Military Hospital,1
1/11/2023,Rwanda Women's Network CS,75
1/11/2023,Rwaniro CS,3
1/11/2023,Rwankeri CS,4
1/11/2023,Rwankuba CS,4
1/11/2023,Rwantonde CS,109
1/11/2023,Rwaza CS,23
1/11/2023,Rwempasha CS,222
1/11/2023,Rwerere CS,10
1/11/2023,Rwesero CS,133
1/11/2023,Rwimbogo CS,10
1/11/2023,Rwimitereri CS,2
1/11/2023,Rwinkwavu CS,1
1/11/2023,Rwinkwavu DH,1
1/11/2023,Rwinzuki CS,30
1/11/2023,Ryamanyoni CS,7
1/11/2023,Saint Therese (Rwamagana) Clin,0
1/11/2023,Salem Clin,11
1/11/2023,Sangaza CS,0
1/11/2023,Save CS,8
1/11/2023,Shaba (nyamagabe) CS,7
1/11/2023,Shagasha CS,1
1/11/2023,Shingiro CS,20
1/11/2023,Shyira CS,2
1/11/2023,Shyira DH,2
1/11/2023,Shyogwe CS,11
1/11/2023,Shyorongi CS,11
1/11/2023,Simbi CS,4
1/11/2023,Solace Ministries CS,83
1/11/2023,Sovu (Huye) CS,4
1/11/2023,Sovu (Ngororero) CS,0
1/11/2023,St. Francois Rusizi CS,4
1/11/2023,Tabagwe CS,45
1/11/2023,Tanda CS,169
1/11/2023,Tare CS,5
1/11/2023,Tumba CS,6
1/11/2023,Uwinkingi CS,5
1/11/2023,WE ACT For Hope Clin,0
1/11/2023,Yove CS,3
1/11/2023,Zaza CS,2
1/12/2023,Agahabwa CS,15
1/12/2023,Arusha CS,1
1/12/2023,Avega Clinic,3
1/12/2023,Avega Rwamagana CS,5
1/12/2023,Bethsaida CS,30
1/12/2023,Bien Naitre CLIN,0
1/12/2023,Bigogwe CS,2
1/12/2023,Bigugu CS,6
1/12/2023,Biguhu CS,5
1/12/2023,Birambo CS,2
1/12/2023,Birembo CS,5
1/12/2023,Biruyi CS,6
1/12/2023,Biryogo CS,33
1/12/2023,Bisate CS,1
1/12/2023,Bisesero (karongi) CS,28
1/12/2023,Bitenga CS,4
1/12/2023,Bubangu CS,7
1/12/2023,Bubazi CS,2
1/12/2023,Bugaragara CS,97
1/12/2023,Bugarama (rusizi) CS,12
1/12/2023,Bugarura CS,5
1/12/2023,Bugesera Prison,0
1/12/2023,Bugeshi CS,46
1/12/2023,Buhabwa CS,26
1/12/2023,Bukora CS,18
1/12/2023,Bumbogo (ex-Gikomero I) CS,200
1/12/2023,Bungwe (burera) CS,8
1/12/2023,Buramba CS,27
1/12/2023,Burega CS,15
1/12/2023,Buruhukiro CS,1
1/12/2023,Busanza CS,220
1/12/2023,Busasamana CS,53
1/12/2023,Busengo CS,26
1/12/2023,Bushara CS,9
1/12/2023,Bushenge CS,5
1/12/2023,Bushenge PH,0
1/12/2023,Bushoka CS,5
1/12/2023,Busigari CS,5
1/12/2023,Busogo CS,10
1/12/2023,Busoro-gishamvu CS,17
1/12/2023,Busoro CS,5
1/12/2023,Butamwa CS,1
1/12/2023,Butare Chu Hnr (huye),3
1/12/2023,Butaro CS,24
1/12/2023,Butaro DH,1
1/12/2023,Buyoga CS,7
1/12/2023,Bweyeye CS,10
1/12/2023,Bwisige CS,3
1/12/2023,Byahi (rubavu) CS,13
1/12/2023,Byimana CS,5
1/12/2023,Byumba CS,10
1/12/2023,Byumba DH,3
1/12/2023,Camp Nyabiheke CS,7
1/12/2023,Caraes Ndera Hnr,0
1/12/2023,Carrefour CLIN,6
1/12/2023,Centre Médical BAHO,2
1/12/2023,CHK(CHUK) HNR,0
1/12/2023,Coko (ruli) CS,2
1/12/2023,Coko CS,25
1/12/2023,Cor-unum CS,69
1/12/2023,Crete Congo Nil CS,14
1/12/2023,CUSP Butare CS,2
1/12/2023,Cyabayaga CS,48
1/12/2023,Cyabingo CS,33
1/12/2023,Cyahinda CS,17
1/12/2023,Cyanika (burera) CS,29
1/12/2023,Cyanika (nyamagabe) CS,342
1/12/2023,Cyaratsi CS,5
1/12/2023,Cyarubare CS,2
1/12/2023,Cyeru CS,4
1/12/2023,Cyimbili CS,15
1/12/2023,Cyinzuzi CS,135
1/12/2023,Cyivugiza (Nyamasheke) CS,2
1/12/2023,Cyondo CS,7
1/12/2023,Cyumba CS,11
1/12/2023,Dream Medical Center Hospital,0
1/12/2023,Gacuba Ii CS,7
1/12/2023,Gahanga CS,61
1/12/2023,Gahara CS,35
1/12/2023,Gahengeri CS,1
1/12/2023,Gahini CS,4
1/12/2023,Gahini DH,0
1/12/2023,Gahombo CS,0
1/12/2023,Gahunga CS,23
1/12/2023,Gakamba CS,6
1/12/2023,Gakenke CS,7
1/12/2023,Gakoma CS,84
1/12/2023,Gakoma DH,0
1/12/2023,Gakurazo CS,3
1/12/2023,Galien Clin,8
1/12/2023,Gasagara (ex-birehe) CS,17
1/12/2023,Gasange CS,27
1/12/2023,Gasetsa CS,2
1/12/2023,Gashaki CS,11
1/12/2023,Gashanda CS,1
1/12/2023,Gashongora CS,27
1/12/2023,Gashonyi CS,5
1/12/2023,Gashora CS,10
1/12/2023,Gashubi CS,2
1/12/2023,Gasiza (musanze) CS,32
1/12/2023,Gasovu CS,7
1/12/2023,Gatagara (Nyanza) CS,6
1/12/2023,Gataraga (MUSANZE) CS,41
1/12/2023,Gatare (macuba) CS,287
1/12/2023,Gatare (twumba) CS,58
1/12/2023,Gatebe CS,12
1/12/2023,Gatenga CS,11
1/12/2023,Gatonde CS,7
1/12/2023,Gatonde DH,0
1/12/2023,Gatsata CS,28
1/12/2023,Gatsibo CS,0
1/12/2023,Gatunda DH,0
1/12/2023,Gicumbi Prison,0
1/12/2023,Gihara CS,10
1/12/2023,Giheke CS,1
1/12/2023,Gihinga CS,3
1/12/2023,Gihogwe CS,26
1/12/2023,Gihundwe CS,13
1/12/2023,Gihundwe DH,2
1/12/2023,Gikomero (Kabgayi) CS,12
1/12/2023,Gikomero II CS,145
1/12/2023,Gikondo CS,22
1/12/2023,Gikonko (Gisagara) CS,4
1/12/2023,Gikore CS,75
1/12/2023,Gikundamvura CS,44
1/12/2023,Gisagara CS,4
1/12/2023,Gisakura CS,9
1/12/2023,Gisenyi CS,41
1/12/2023,Gisenyi DH,1
1/12/2023,Gishari(Police) CS,7
1/12/2023,Gishubi CS,44
1/12/2023,Gishweru CS,5
1/12/2023,Gisiza CS,4
1/12/2023,Gisovu CS,2
1/12/2023,Gitarama CS,16
1/12/2023,Gitare CS,7
1/12/2023,Gitega (kibangu) CS,6
1/12/2023,Giti CS,171
1/12/2023,Gitoki CS,2
1/12/2023,Gitovu CS,4
1/12/2023,Gituku CS,1
1/12/2023,Gituza CS,0
1/12/2023,Gitwe CS,2
1/12/2023,Gitwe DH,2
1/12/2023,Hanika (nyamasheke) CS,273
1/12/2023,Hanika I (NYANZA) CS,6
1/12/2023,Hopital Croix du Sud,0
1/12/2023,Horebu Medical Clin,11
1/12/2023,Humure CS,10
1/12/2023,Huye Police CS,2
1/12/2023,Huye Prison,1
1/12/2023,Igihozo Medical Clin,1
1/12/2023,Islamic (Bugarama) CS,80
1/12/2023,Jali CS,2
1/12/2023,Janja CS,3
1/12/2023,Jarama CS,19
1/12/2023,Jenda (nyamagabe) CS,103
1/12/2023,Jomba CS,7
1/12/2023,Juru CS,2
1/12/2023,Kabari (Rubavu) CS,3
1/12/2023,Kabarondo (kayonza) CS,4
1/12/2023,Kabarore CS,2
1/12/2023,Kabatwa CS,11
1/12/2023,Kabaya CS,9
1/12/2023,Kabaya DH,1
1/12/2023,Kabere CS,19
1/12/2023,Kabgayi CS,27
1/12/2023,Kabgayi DH,2
1/12/2023,Kabilizi CS,29
1/12/2023,Kabona CS,0
1/12/2023,Kabuga (karama Nyagatare) CS,3
1/12/2023,Kabuga (kicukiro) CS,31
1/12/2023,Kabuga (ntamba Kamonyi) CS,3
1/12/2023,Kabusunzu CS,6
1/12/2023,Kabutare DH,0
1/12/2023,Kabuye (kirehe) CS,6
1/12/2023,Kabuye CS,33
1/12/2023,Kacyiru CS,49
1/12/2023,Kacyiru DH,17
1/12/2023,Kaduha CS,41
1/12/2023,Kaduha DH,2
1/12/2023,Kageyo (gatsibo) CS,0
1/12/2023,Kageyo (Ngororero) CS,3
1/12/2023,Kageyo I (Kayonza Gahini) CS,36
1/12/2023,Kagitumba CS,29
1/12/2023,Kagugu CS,119
1/12/2023,Kairos CS,150
1/12/2023,Kajevuba CS,295
1/12/2023,Kamabuye CS,133
1/12/2023,Kamonyi (gacurabwenge) CS,2
1/12/2023,Kamonyi (ruharambuga) CS,7
1/12/2023,Kamubuga CS,3
1/12/2023,Kansi CS,2
1/12/2023,Kanyinya CS,49
1/12/2023,Karama (huye) CS,5
1/12/2023,Karama (Kamonyi) CS,0
1/12/2023,Karama (kayonza) CS,1
1/12/2023,Karambi (nyamasheke) CS,12
1/12/2023,Karambi (ruhango) CS,2
1/12/2023,Karambo (gakenke) CS,2
1/12/2023,Karambo (rubavu) CS,5
1/12/2023,Karangara CS,21
1/12/2023,Karangazi CS,60
1/12/2023,Kareba CS,0
1/12/2023,Karenge CS,1
1/12/2023,Karengera CS,217
1/12/2023,Karongi (gisunzu) Police CS,8
1/12/2023,Karora CS,94
1/12/2023,Karumbi CS,3
1/12/2023,Karwasa CS,13
1/12/2023,Katabagemu CS,3
1/12/2023,Kayanga CS,246
1/12/2023,Kayenzi CS,3
1/12/2023,Kayove CS,9
1/12/2023,Kayumbu CS,2
1/12/2023,Kibagabaga DH,0
1/12/2023,Kibayi CS,218
1/12/2023,Kibeho CS,33
1/12/2023,Kibilizi (gisagara) CS,3
1/12/2023,Kibilizi (nyanza) CS,8
1/12/2023,Kibilizi DH,0
1/12/2023,Kibingo (nyamasheke) CS,97
1/12/2023,Kibingo (rutsiro) CS,25
1/12/2023,Kibirizi (Nyamagabe) CS,91
1/12/2023,Kibogora CS,102
1/12/2023,Kibogora DH,2
1/12/2023,Kibondo CS,0
1/12/2023,Kibumbwe CS,38
1/12/2023,Kibungo CS,8
1/12/2023,Kibungo RH,0
1/12/2023,Kibuye CS,125
1/12/2023,Kibuye RH,1
1/12/2023,Kicukiro CS,104
1/12/2023,Kigarama CS,9
1/12/2023,Kigembe CS,120
1/12/2023,Kigeme CS,16
1/12/2023,Kigeme DH,3
1/12/2023,Kigeme Refugee Camp CS,1
1/12/2023,Kigese CS,1
1/12/2023,Kigina CS,9
1/12/2023,Kigogo CS,4
1/12/2023,Kigoma CS,4
1/12/2023,Kigufi CS,11
1/12/2023,Kimonyi CS,8
1/12/2023,Kinazi CS,0
1/12/2023,King Faisal Hospital HNR,0
1/12/2023,Kinigi CS,5
1/12/2023,Kinihira (rulindo) CS,6
1/12/2023,Kinihira (rutsiro) CS,3
1/12/2023,Kinihira PH,0
1/12/2023,Kinini CS,0
1/12/2023,Kinoni CS,29
1/12/2023,Kintobo CS,7
1/12/2023,Kinunu CS,37
1/12/2023,Kinyababa CS,21
1/12/2023,Kinyamakara CS,17
1/12/2023,Kinyinya CS,44
1/12/2023,Kirambi CS,96
1/12/2023,Kirambo (burera) CS,13
1/12/2023,Kirambo (gitesi) CS,9
1/12/2023,Kirarambogo CS,118
1/12/2023,Kirehe CS,23
1/12/2023,Kirehe DH,11
1/12/2023,Kirinda CS,19
1/12/2023,Kirinda DH,0
1/12/2023,Kirwa CS,6
1/12/2023,Kisaro CS,13
